City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
235,235,Grindavik,IS,1667869910,63.8424,-22.4338,41.47,87,75,17.27,light rain
236,236,Alghero,IT,1667869699,40.5589,8.3181,55.49,100,20,3.44,few clouds
237,237,Shugurovo,RU,1667869911,54.5083,52.1326,24.57,97,86,5.21,overcast clouds
238,238,Mahébourg,MU,1667869911,-20.4081,57.7,70.25,79,44,10.45,scattered clouds
239,239,Port Macquarie,AU,1667869796,-31.4333,152.9167,65.89,63,69,8.08,broken clouds
240,240,Tuatapere,NZ,1667869912,-46.1333,167.6833,64.83,52,91,4.97,overcast clouds
241,241,Rio Brilhante,BR,1667869653,-21.8019,-54.5464,66.07,56,66,6.76,broken clouds
242,242,Severo-Kuril'Sk,RU,1667869913,50.6789,156.125,39.72,74,78,18.03,broken clouds
243,243,Upernavik,GL,1667869913,72.7868,-56.1549,8.31,88,94,7.11,overcast clouds
244,244,Farafangana,MG,1667869914,-22.8167,47.8333,72.03,88,88,9.73,overcast clouds
245,245,Ketchikan,US,1667869914,55.3422,-131.6461,24.39,44,0,11.32,clear sky
246,246,Morehead,US,1667869915,37.2711,-87.1764,65.98,39,100,5.75,overcast clouds
247,247,Achacachi,BO,1667869874,-16.05,-68.6833,41.83,76,33,9.42,scattered clouds
248,248,Nanortalik,GL,1667869915,60.1432,-45.2371,28.29,87,100,3.44,overcast clouds
249,249,Khandyga,RU,1667869916,62.6667,135.6,-11.29,95,97,3.06,overcast clouds
250,250,Gazojak,TM,1667869917,41.1875,61.4036,38.43,64,87,9.26,overcast clouds
251,251,Paraíba Do Sul,BR,1667869917,-22.1619,-43.2928,64.17,98,95,2.1,overcast clouds
252,252,Jalu,LY,1667869918,29.0331,21.5482,62.73,77,0,9.89,clear sky
253,253,Kumul,CN,1667869918,42.8,93.45,45.0,30,100,1.5,overcast clouds
254,254,Altamont,US,1667869749,42.2068,-121.7372,35.44,78,75,11.5,broken clouds
255,255,Pamanukan,ID,1667869919,-6.2842,107.8106,79.88,74,100,2.15,overcast clouds
256,256,Hlobyne,UA,1667869919,49.3878,33.2596,36.19,75,63,6.2,broken clouds
257,257,Umluj,SA,1667869920,25.0213,37.2685,73.67,60,0,8.99,clear sky
258,258,Bilibino,RU,1667869921,68.0546,166.4372,-3.55,96,66,4.03,broken clouds
259,259,Laguna,US,1667869838,38.421,-121.4238,55.69,77,100,6.91,overcast clouds
260,260,Balyqshy,KZ,1667869921,47.0667,51.8667,35.6,75,75,4.47,broken clouds
261,261,Umm Kaddadah,SD,1667869922,13.6017,26.6876,74.53,21,96,16.02,overcast clouds
262,262,Notre-Dame-Du-Lac,CA,1667869922,47.6136,-68.7964,46.87,59,6,13.89,clear sky
263,263,Koltubanovskiy,RU,1667869923,52.9407,52.0269,26.37,95,100,5.08,overcast clouds
264,264,Gisborne,NZ,1667869923,-38.6533,178.0042,64.17,62,100,12.68,light rain
265,265,Thinadhoo,MV,1667869924,0.5333,72.9333,82.15,75,12,18.23,few clouds
266,266,Mount Gambier,AU,1667869924,-37.8333,140.7667,77.59,42,0,5.91,clear sky
267,267,Lingyuan,CN,1667869925,41.24,119.4011,43.39,23,7,5.95,clear sky
268,268,Whitehorse,CA,1667869925,60.7161,-135.0538,2.8,71,12,11.99,few clouds
269,269,Matadi,CD,1667869926,-5.8167,13.45,76.6,86,92,2.82,overcast clouds
270,270,Meulaboh,ID,1667869926,4.1363,96.1285,77.95,85,79,1.88,broken clouds
271,271,Talnakh,RU,1667869927,69.4865,88.3972,-7.8,100,88,5.73,overcast clouds
272,272,Luanda,AO,1667869927,-8.8368,13.2343,77.2,83,100,9.42,overcast clouds
273,273,Ust-Maya,RU,1667869928,60.4167,134.5333,-1.12,92,100,1.81,overcast clouds
274,274,Mehamn,NO,1667869928,71.0357,27.8492,31.95,100,20,8.05,few clouds
275,275,Maningrida,AU,1667869959,-12.0667,134.2667,90.43,55,100,6.4,overcast clouds
276,276,Mossamedes,AO,1667869959,-15.1961,12.1522,67.95,77,0,6.69,clear sky
277,277,Uşak Province,TR,1667869960,38.5,29.4167,44.64,86,0,5.5,clear sky
278,278,Ulaangom,MN,1667869960,49.9811,92.0667,20.44,89,73,1.48,broken clouds
279,279,Comodoro Rivadavia,AR,1667869960,-45.8667,-67.5,71.46,35,40,2.3,scattered clouds
280,280,Cabudare,VE,1667869961,10.0289,-69.0894,72.48,95,87,1.74,overcast clouds
281,281,Lovington,US,1667869961,32.944,-103.3485,64.17,79,100,1.99,overcast clouds
282,282,São Gonçalo Dos Campos,BR,1667869962,-12.4333,-38.9667,70.81,79,41,6.8,scattered clouds
283,283,Vidisha,IN,1667869962,23.5333,77.8167,65.77,58,6,5.03,clear sky
284,284,Churapcha,RU,1667869963,62.0025,132.4325,-4.72,94,100,0.69,overcast clouds
285,285,Karratha,AU,1667869963,-20.7377,116.8463,74.12,43,0,14.58,clear sky
286,286,Broome,US,1667869964,42.2506,-75.833,49.46,55,0,10.36,clear sky
287,287,Sørland,NO,1667869964,67.667,12.6934,42.66,66,7,21.94,clear sky
288,288,Qandala,SO,1667869965,11.472,49.8728,79.12,74,5,4.21,clear sky
289,289,Cockburn Town,TC,1667869965,21.4612,-71.1419,80.47,72,42,6.33,scattered clouds
290,290,Kushiro,JP,1667869966,42.975,144.3747,47.14,64,38,1.36,scattered clouds
291,291,Salinópolis,BR,1667869966,-0.6136,-47.3561,78.35,87,100,8.21,light rain
292,292,Matagami,CA,1667869967,49.7502,-77.6328,30.31,80,100,16.11,overcast clouds
293,293,Sosnovo-Ozerskoye,RU,1667869967,52.5249,111.5418,24.08,73,100,8.88,overcast clouds
294,294,Tezu,IN,1667869968,27.9167,96.1667,65.44,60,0,2.82,clear sky
295,295,Kargala,RU,1667869968,56.6208,83.9607,23.31,99,84,3.09,broken clouds
296,296,Kenai,US,1667869969,60.5544,-151.2583,25.14,97,100,12.66,snow
297,297,Västerås,SE,1667869969,59.6162,16.5528,46.31,87,100,8.05,overcast clouds
298,298,Valley City,US,1667869970,46.9233,-98.0032,28.92,69,100,10.36,overcast clouds
299,299,Nyurba,RU,1667869970,63.2842,118.3319,4.35,96,100,4.81,light snow
300,300,Vilcún,CL,1667869971,-38.65,-72.2333,54.34,76,53,2.66,broken clouds
301,301,Mergen,CN,1667869971,49.1833,125.2167,32.34,65,5,5.12,clear sky
302,302,Verkhoyansk,RU,1667869972,67.5447,133.385,-0.83,98,100,2.57,overcast clouds
303,303,Gushikawa,JP,1667869972,26.3544,127.8686,77.0,80,100,10.36,overcast clouds
304,304,Aykhal,RU,1667869973,66.0,111.5,-4.88,100,99,2.91,overcast clouds
305,305,The Valley,AI,1667869973,18.217,-63.0578,78.82,80,100,15.82,overcast clouds
306,306,High Rock,BS,1667869974,26.6208,-78.2833,77.02,73,0,26.37,clear sky
307,307,Khatanga,RU,1667869974,71.9667,102.5,6.37,96,100,4.85,light snow
308,308,Igarka,RU,1667869975,67.4667,86.5833,5.18,96,100,7.02,overcast clouds
309,309,Ranong,TH,1667869975,9.9658,98.6348,78.01,89,100,4.47,overcast clouds
310,310,Hefei,CN,1667869976,31.8639,117.2808,64.24,51,6,7.94,clear sky
311,311,Mayo,US,1667869976,38.8876,-76.5119,67.71,64,0,3.44,clear sky
312,312,Kouqian,CN,1667869977,43.6391,126.4578,42.03,45,37,10.02,scattered clouds
313,313,Hwange,ZW,1667869977,-18.3693,26.5019,72.75,71,100,1.52,overcast clouds
314,314,Kayerkan,RU,1667869977,69.3497,87.7602,-8.48,83,98,3.36,overcast clouds
315,315,Araouane,ML,1667869978,18.9048,-3.5265,72.07,15,0,8.03,clear sky
316,316,Nantucket,US,1667869978,41.2835,-70.0995,68.05,93,0,5.75,clear sky
317,317,Kavieng,PG,1667869979,-2.5744,150.7967,84.51,69,100,5.17,light rain
318,318,Bilma,NE,1667869979,18.6853,12.9164,70.59,21,0,9.64,clear sky
319,319,Ende,ID,1667869980,-8.8432,121.6623,82.2,79,99,0.56,overcast clouds
320,320,Lübben,DE,1667869980,51.95,13.9,51.26,87,100,8.7,overcast clouds
321,321,Paulo Afonso,BR,1667870011,-9.4061,-38.2147,74.52,78,100,9.26,overcast clouds
322,322,Atasū,KZ,1667870011,48.6814,71.6433,27.14,68,100,4.09,overcast clouds
323,323,Banes,CU,1667870012,20.9625,-75.7186,74.23,85,11,3.33,few clouds
324,324,Boa Vista,BR,1667869842,2.8197,-60.6733,78.78,83,40,6.91,scattered clouds
325,325,Burnie,AU,1667870013,-41.0667,145.9167,70.95,52,7,4.74,clear sky
326,326,Dingle,PH,1667870013,10.9995,122.6711,83.75,79,96,8.25,overcast clouds
327,327,Masoko,TZ,1667870014,-9.3333,33.75,70.07,61,45,2.46,scattered clouds
328,328,Soddy-Daisy,US,1667870014,35.2359,-85.1908,70.59,90,0,4.83,clear sky
329,329,Oranjemund,,1667870015,-28.55,16.4333,59.36,93,69,8.63,broken clouds
330,330,Skjervøy,NO,1667870015,70.0311,20.9714,35.6,68,20,8.25,few clouds
331,331,Mkushi,ZM,1667870015,-13.6202,29.3939,64.99,86,100,1.59,overcast clouds
332,332,Saldanha,ZA,1667870016,-33.0117,17.9442,59.95,87,29,6.69,scattered clouds
333,333,Erdenet,MN,1667870016,49.0333,104.0833,30.94,49,11,4.94,few clouds
334,334,Ozieri,IT,1667870017,40.586,9.0012,51.78,93,16,2.55,few clouds
335,335,Selma,US,1667870017,36.5708,-119.6121,55.9,89,100,4.61,mist
336,336,Parkes,AU,1667870018,-33.1333,148.1833,69.42,54,13,5.97,few clouds
337,337,Mount Isa,AU,1667870018,-20.7333,139.5,94.77,24,0,9.22,clear sky
338,338,Lima Duarte,BR,1667870019,-21.8425,-43.7931,60.62,99,96,2.66,light rain
339,339,Severobaykal'Sk,RU,1667870019,55.65,109.3167,22.91,70,12,8.63,few clouds
340,340,Haapiti,PF,1667870020,-17.5667,-149.8667,82.13,79,14,10.89,few clouds
341,341,Goma,CD,1667870020,-1.6792,29.2228,61.43,89,100,3.47,overcast clouds
342,342,Novobirilyussy,RU,1667870021,56.9514,90.6661,21.97,98,75,3.89,broken clouds
343,343,Oranjestad,AW,1667870021,12.524,-70.027,80.55,99,20,2.3,few clouds
344,344,Virginia Beach,US,1667869855,36.8529,-75.978,69.03,54,20,3.44,few clouds
345,345,Yuzhno-Kurilsk,RU,1667870022,44.0306,145.8556,48.97,59,55,9.06,broken clouds
346,346,Cururupu,BR,1667870022,-1.8283,-44.8683,75.61,93,69,3.53,broken clouds
347,347,Shimodate,JP,1667870023,36.3,139.9833,61.81,48,0,4.36,clear sky
348,348,Miguel Alves,BR,1667870023,-4.1656,-42.8953,75.07,93,100,3.13,overcast clouds
349,349,Presidencia Roque Sáenz Peña,AR,1667870024,-26.7852,-60.4388,75.72,32,100,9.13,overcast clouds
350,350,Inongo,CD,1667870024,-1.95,18.2667,70.92,96,99,1.59,overcast clouds
351,351,Gastonia,US,1667870024,35.2621,-81.1873,71.71,89,40,0.0,scattered clouds
352,352,Saint-Pierre,RE,1667870025,-21.3393,55.4781,71.28,64,0,5.75,clear sky
353,353,Saint-Ambroise,CA,1667870026,48.5501,-71.3324,41.32,59,100,16.75,overcast clouds
354,354,Coquimbo,CL,1667870026,-29.9533,-71.3436,56.93,94,100,2.3,overcast clouds
355,355,Kahului,US,1667870027,20.8947,-156.47,87.82,60,40,21.85,scattered clouds
356,356,Kirensk,RU,1667870027,57.7853,108.1119,23.81,86,100,12.15,light snow
357,357,Labuhan,ID,1667870027,-6.8844,112.2051,81.36,75,97,5.37,overcast clouds
358,358,Tiznit Province,MA,1667870028,29.5833,-9.5,68.05,26,91,3.11,overcast clouds
359,359,Camacha,PT,1667870028,33.0833,-16.3333,63.82,94,20,2.3,few clouds
360,360,Salalah,OM,1667870029,17.0151,54.0924,75.29,78,0,0.0,clear sky
361,361,Arman',RU,1667870029,59.7,150.1667,21.02,91,100,17.45,light snow
362,362,Naghadeh,IR,1667870030,36.9553,45.388,45.5,74,100,4.43,overcast clouds
363,363,Aleksandrov Gay,RU,1667870030,50.147,48.5704,35.28,76,100,6.76,overcast clouds
364,364,Koumac,NC,1667870031,-20.5667,164.2833,79.65,77,100,15.21,light rain
365,365,Kemijärvi,FI,1667870031,66.7131,27.4306,22.89,98,35,1.68,scattered clouds
366,366,Georgiyevka,KZ,1667870032,43.0369,74.7114,41.04,100,75,4.47,light intensity shower rain
367,367,Port Blair,IN,1667870062,11.6667,92.75,80.04,81,100,10.65,light rain
368,368,Kirakira,SB,1667870063,-10.4544,161.9205,84.31,77,31,8.21,scattered clouds
369,369,Angoram,PG,1667870063,-4.0625,144.0661,79.09,92,99,4.43,overcast clouds
370,370,Hobyo,SO,1667870064,5.3505,48.5268,79.77,74,27,6.82,scattered clouds
371,371,Carahue,CL,1667870064,-38.7,-73.1667,50.02,85,30,1.63,scattered clouds
372,372,‘Ewa Beach,US,1667870065,21.3156,-158.0072,85.37,60,75,14.97,broken clouds
373,373,Catió,GW,1667870066,11.2833,-15.25,78.94,77,94,6.46,overcast clouds
374,374,Saint-Augustin,CA,1667870066,51.226,-58.6502,48.76,77,99,19.1,light rain
375,375,Jiuquan,CN,1667870067,39.7432,98.5174,37.13,36,10,1.66,clear sky
376,376,Wajid,SO,1667870067,3.8093,43.2471,72.32,86,83,13.04,broken clouds
377,377,Voyvozh,RU,1667870068,62.892,54.9635,27.34,97,100,8.23,snow
378,378,Acaraú,BR,1667870068,-2.8856,-40.12,79.14,73,21,14.2,few clouds
379,379,Imbituba,BR,1667870069,-28.24,-48.6703,60.78,88,93,6.6,overcast clouds
380,380,Tilichiki,RU,1667870069,60.4667,166.1,18.73,92,100,6.87,overcast clouds
381,381,Maragogi,BR,1667870069,-9.0122,-35.2225,75.76,82,25,2.55,scattered clouds
382,382,Bemidji,US,1667870070,47.4736,-94.8803,33.91,80,0,0.0,clear sky
383,383,Māngrol,IN,1667870071,21.1167,70.1167,75.58,65,0,10.27,clear sky
384,384,Forsytheganj,BY,1667870071,52.6333,29.7333,43.97,90,100,9.22,overcast clouds
385,385,Codajás,BR,1667870072,-3.8367,-62.0569,74.12,96,100,2.59,overcast clouds
386,386,Itarema,BR,1667870072,-2.9248,-39.9167,79.05,72,26,13.69,scattered clouds
387,387,Merauke,ID,1667870073,-8.4667,140.3333,83.84,71,47,5.46,scattered clouds
388,388,Melipilla,CL,1667869914,-33.7,-71.2167,54.41,91,100,3.58,overcast clouds
389,389,Kuito,AO,1667870073,-12.3833,16.9333,63.59,77,100,3.11,overcast clouds
390,390,Teknāf,BD,1667870074,20.8624,92.3058,73.74,82,2,5.06,clear sky
391,391,Noumea,NC,1667870074,-22.2763,166.4572,78.01,99,100,18.12,overcast clouds
392,392,Abu Kamal,SY,1667870075,34.4506,40.9171,62.92,54,100,7.36,overcast clouds
393,393,Staryy Nadym,RU,1667870075,65.6118,72.6842,21.88,96,100,8.93,light snow
394,394,Termoli,IT,1667870076,41.9888,14.9895,57.78,71,0,3.8,clear sky
395,395,Iqaluit,CA,1667870076,63.7506,-68.5145,17.33,67,75,9.22,broken clouds
396,396,Kaduna,NG,1667870076,10.5222,7.4383,68.25,31,99,6.38,overcast clouds
397,397,Garissa,KE,1667870077,-0.4536,39.6401,77.41,77,80,12.21,broken clouds
398,398,Ushtobe,KZ,1667870077,45.2514,77.9838,49.23,74,100,12.06,overcast clouds
399,399,Soyo,AO,1667870078,-6.1349,12.3689,77.92,85,84,7.07,broken clouds
400,400,Baruun-Urt,MN,1667870078,46.6806,113.2792,30.42,38,49,11.68,scattered clouds
401,401,Terrace,CA,1667870079,54.5163,-128.6035,18.3,64,13,5.1,few clouds
402,402,Ust-Nera,RU,1667870079,64.5667,143.2,-18.6,98,85,4.27,overcast clouds
403,403,Esperance,AU,1667869868,-33.8667,121.9,60.64,74,100,15.46,heavy intensity rain
404,404,Yārāda,IN,1667870080,17.65,83.2667,71.92,100,49,2.3,mist
405,405,Kimbe,PG,1667870080,-5.5502,150.1429,88.39,60,98,5.28,overcast clouds
406,406,Franklin,US,1667869856,39.9667,-83.0166,54.32,37,40,5.75,scattered clouds
407,407,Itapetinga,BR,1667870081,-15.2489,-40.2478,64.89,86,100,4.5,overcast clouds
408,408,Belyy,RU,1667870082,55.8402,32.9419,40.66,98,100,8.66,overcast clouds
409,409,Lātehār,IN,1667870082,23.75,84.5,61.61,80,38,2.8,scattered clouds
410,410,Isla Mujeres,MX,1667870082,21.2311,-86.731,77.16,78,3,14.45,light rain
411,411,Socorro,US,1667870083,31.6546,-106.3033,67.87,26,75,5.75,broken clouds
412,412,Wyszków,PL,1667870083,52.5928,21.4584,49.95,91,11,8.23,few clouds
413,413,Ambilobe,MG,1667870084,-13.2,49.05,71.02,76,100,5.03,overcast clouds
414,414,Yen Bai,VN,1667870084,21.7,104.8667,72.64,73,0,0.89,clear sky
415,415,Grand Gaube,MU,1667870115,-20.0064,57.6608,73.8,78,13,1.99,few clouds
416,416,Praia Da Vitória,PT,1667870115,38.7333,-27.0667,61.75,84,88,12.59,overcast clouds
417,417,Colesberg,ZA,1667870116,-30.72,25.0972,61.27,65,100,7.63,overcast clouds
418,418,Ampanihy,MG,1667870116,-24.7,44.75,70.93,72,0,3.47,clear sky
419,419,Beringovskiy,RU,1667870086,63.05,179.3167,29.71,97,100,15.19,snow
420,420,Philadelphia,US,1667869952,39.9523,-75.1638,66.7,50,0,8.05,clear sky
421,421,Léo,BF,1667870118,11.1,-2.1,72.45,20,10,6.38,clear sky
422,422,Whitefish,US,1667870118,48.4111,-114.3376,15.55,62,100,19.57,overcast clouds
423,423,Berlevåg,NO,1667870118,70.8578,29.0864,32.0,86,40,4.61,scattered clouds
424,424,Ulladulla,AU,1667870119,-35.35,150.4667,70.07,57,4,11.86,clear sky
425,425,Ilulissat,GL,1667870084,69.2167,-51.1,-7.53,88,15,6.51,few clouds
426,426,Guarapari,BR,1667870120,-20.6667,-40.4975,72.9,79,14,3.47,few clouds
427,427,Gold Coast,AU,1667870120,-28.0,153.4333,75.24,83,96,14.85,light rain
428,428,Iida,JP,1667870121,35.5197,137.8207,54.03,71,0,3.38,clear sky
429,429,Bahile,PH,1667870122,9.9995,118.7878,84.2,72,100,0.78,overcast clouds
430,430,Assemini,IT,1667870122,39.2915,9.0015,60.04,85,0,4.61,clear sky
431,431,Waterfoot,GB,1667870123,53.6929,-2.2525,55.99,92,100,8.99,light rain
432,432,Zhigansk,RU,1667870123,66.7697,123.3711,-8.39,94,100,6.29,overcast clouds
433,433,Isiro,CD,1667870124,2.7739,27.616,66.02,99,100,2.82,overcast clouds
434,434,Joensuu,FI,1667870124,62.6012,29.7632,43.29,93,100,8.05,overcast clouds
435,435,Pacific Grove,US,1667869846,36.6177,-121.9166,56.66,71,100,11.99,overcast clouds
436,436,Paracuru,BR,1667870125,-3.41,-39.0306,80.11,71,67,9.93,broken clouds
437,437,Esim,GH,1667870126,4.8699,-2.2405,78.06,86,100,4.07,overcast clouds
438,438,Dondo,MZ,1667870126,-19.6094,34.7431,73.13,93,10,4.27,clear sky
439,439,Sungai Penuh,ID,1667870127,-2.0833,101.3833,68.29,88,100,0.89,overcast clouds
440,440,Anori,BR,1667870127,-3.7728,-61.6442,74.52,95,100,2.3,overcast clouds
441,441,Wanning,CN,1667870128,18.8003,110.3967,72.57,95,100,9.71,overcast clouds
442,442,Saucillo,MX,1667870128,28.0167,-105.2833,73.9,23,96,11.83,overcast clouds
443,443,Sitka,US,1667870129,57.0531,-135.33,35.49,25,0,0.0,clear sky
444,444,Goderich,CA,1667870129,43.7501,-81.7165,47.91,57,12,14.97,few clouds
445,445,Porlamar,VE,1667870130,10.958,-63.8491,80.83,84,84,9.31,broken clouds
446,446,Fare,PF,1667870130,-16.7,-151.0167,78.64,75,15,8.16,few clouds
447,447,Yumen,CN,1667870130,40.2833,97.2,36.81,36,51,1.95,broken clouds
448,448,Alta Floresta,BR,1667870131,-9.8756,-56.0861,77.61,50,19,2.48,few clouds
449,449,Nizwá,OM,1667870132,22.9333,57.5333,72.25,52,9,1.77,clear sky
450,450,Vestmanna,FO,1667870132,62.1564,-7.1664,47.32,87,75,36.82,broken clouds
451,451,Jiménez,MX,1667870133,28.3333,-105.4,73.94,21,22,9.95,few clouds
452,452,Kavaratti,IN,1667870133,10.5669,72.642,81.57,71,1,5.06,clear sky
453,453,Verkhnyaya Inta,RU,1667870134,65.9811,60.3094,24.98,91,100,12.21,overcast clouds
454,454,Yaan,NG,1667870134,7.3833,8.5667,74.32,45,99,2.15,overcast clouds
455,455,Doka,SD,1667870135,13.5167,35.7667,76.73,38,1,4.54,clear sky
456,456,Balkhash,KZ,1667870135,46.844,74.9804,36.21,100,100,6.71,mist
457,457,Disna,BY,1667870136,55.568,28.1971,44.83,88,100,10.22,overcast clouds
458,458,Bolgar,RU,1667870136,54.95,49.0667,34.29,87,100,9.73,overcast clouds
459,459,Vuktyl,RU,1667870137,63.8567,57.3094,27.75,97,100,8.39,light snow
460,460,Rundu,,1667870137,-17.9333,19.7667,74.03,61,98,4.34,overcast clouds
461,461,Silifke,TR,1667870137,36.3778,33.9344,63.25,73,70,9.06,broken clouds
462,462,Isangel,VU,1667870138,-19.55,169.2667,77.11,88,75,13.8,broken clouds
463,463,Monrovia,LR,1667870131,6.3005,-10.7969,77.81,85,100,3.94,overcast clouds
464,464,Gävle,SE,1667870169,60.6745,17.1417,44.35,99,100,1.01,overcast clouds
465,465,Kamaishi,JP,1667870169,39.2667,141.8833,57.88,65,98,2.51,overcast clouds
466,466,Alofi,NU,1667870170,-19.0595,-169.9187,80.49,65,75,13.8,broken clouds
467,467,Matamoros,MX,1667870171,25.5333,-103.25,82.51,27,0,4.61,clear sky
468,468,Yeppoon,AU,1667870171,-23.1333,150.7333,78.58,63,3,13.49,clear sky
469,469,Vicuña,CL,1667870171,-30.0319,-70.7081,49.73,57,100,1.68,overcast clouds
